tweet_text,tweet_date,tweet_id,tweet_fav_count,retweet_count,sentiment_compound
Court throws out Trans Mountain pipeline challenge from City of Vancouver and Squamish Nation https://t.co/esE2ispMzR,2018-05-24 22:37:33,999781477649993728,0,0,0.0772
Honestly  if Kinder Morgan wants to be mollified by a sign of legislative action  the fact that the bill is in the House should be sufficient. It doesn't have to be put on the hyperfasttrack.,2018-05-24 22:37:27,999781448843378689,5,2,0.7351
Finance Minister Bill Morneau will be in Calgary next week  the day before Kinder Morgan’s Trans Mountain deadline. #TMX #abpoli #bcpoli,2018-05-24 22:37:09,999781375912828929,2,2,0.4939
Wait a minute? Avril Lavignes new Bfs family got rich by investing in Kinder-Morgan? You're not a punk at all are you? YOU. DUPLICITOUS. TAINT.,2018-05-24 22:37:01,999781341620244480,4,0,0.6298
Vancouver city to pay Kinder Morgan for legal costs after B.C. Supreme Court hands company twin legal victories https://t.co/q1DF8WZpfZ https://t.co/XNYW8QPm18,2018-05-24 22:34:34,999780725883920384,6,5,0.8126
Avril moved from Surrey trash Chad Kroeger to the owner of Kinder Morgan 😭 can’t say I’m not impressed https://t.co/oLFtwZx0UL,2018-05-24 22:34:34,999780724923187200,1,0,0.1645
Court rejects challenge to Trans Mountain pipeline from Vancouver and Squamish Nation | CBC News https://t.co/q9ByQwTx0X,2018-05-24 22:34:11,999780627481214976,0,0,-0.4404
Court rejects challenge to Trans Mountain pipeline from Vancouver and Squamish Nation | CBC News https://t.co/q9ByQwTx0X,2018-05-24 22:34:11,999780627481214976,0,0,-0.4404
"""We’re very optimistic  we’re very ambitious  we’re dreamers and we bring a lot of ideas the table"". Nearly 200 students around Vancouver walked out of their high schools to protest the #TransMountain #pipeline. #youthwalkout #kindermorgan #cdnpoli https://t.co/ZCbVRaIdKd",2018-05-24 22:32:01,999780083647766528,21,23,0.6106
Interesting confluence—CPPIB as potential investor in Kinder Morgan pipeline  while also pledging 'huge push' on climate change risk assessment https://t.co/TJbjeaCqfN #cdnpoli #bcpoli #cleangrowth,2018-05-24 22:30:27,999779689987170304,2,0,0.7269
Good News!!! https://t.co/7Mxs8ydW8i,2018-05-24 22:29:58,999779568637493248,0,0,0.5826
Vancouver city to pay Kinder Morgan for legal costs after BC Supreme Court hands company twin ... https://t.co/DHarCHrg0k The company cited obstructionist legal challenges from various levels of ... The company gave Ottawa the end of May to resolve the issue. ... escalates · B.…,2018-05-24 22:29:45,999779512723361793,0,0,0.8834
"@EviMeuris MAKE CALLS + PETITION

Deadline on Kinder Morgan:
https://t.co/GUqpz7mH3F https://t.co/Z6oy5EHopX",2018-05-24 22:29:40,999779493312163850,0,0,0.4939
"MAKE CALLS + PETITION

Deadline on Kinder Morgan:
https://t.co/GUqpz7mH3F https://t.co/2nPif2JW7R",2018-05-24 22:29:27,999779438077366272,0,6,0.4939
Clearly the previous @christyclarkbc @bcliberals government “In a pair of rulings issued Thursday morning  Justice Christopher Grauer found the province of British Columbia acted reasonably in issuing an environmental assessment certificate to the company.”https://t.co/FMDXNyIMl2,2018-05-24 22:28:27,999779186020569088,11,5,0.7269
"Uh-oh. ""Ottawa needs this pipeline more than Kinder Morgan – and Kean knows it"" https://t.co/KE3yB70rIt #bcpoli #ableg",2018-05-24 22:27:49,999779027370983424,2,4,0.539
#KinderMorgan #Canada  https://t.co/XorkHe4FYG,2018-05-24 22:25:51,999778531587514368,1,0,0.0
Vancouver city to pay Kinder Morgan for legal costs after B.C. Supreme Court hands company twin legal victories https://t.co/nHTZsnTFfL https://t.co/BIDD6M6DvB,2018-05-24 22:23:53,999778036630290432,7,1,0.8126
"""Court throws out Trans Mountain pipeline challenge from City of Vancouver and Squamish Nation""
https://t.co/Mhjs1tsefI",2018-05-24 22:22:58,999777807537459200,0,0,0.0772
John Ivison: Ottawa haggling over Kinder Morgan pipeline purchase with 800lb gorilla https://t.co/StCKktlqGJ https://t.co/hvaqNKkhnz,2018-05-24 22:22:54,999777787593527297,4,2,0.4939
"On May 30  Trudeau gov’s finance minister will speak at Calgary Chamber of Commerce.
May 31: deadline set by Kinder Morgan to tame risk on Trans Mountain expansion pipeline  or company walks. 
Hmm. Hmmm. https://t.co/aPXSruXU6S",2018-05-24 22:21:40,999777479962251264,11,4,0.2732
"Chief Roland Willson &amp; Chief Lynnette Tsakoza: ""Our Rights Deserve No Less Respect than the Interests of Kinder Morgan."" #treaty8 Chiefs highlight the hypocrisy of the BC govt honouring the decision of the court re KM but not #SiteC  #bcpoli #cdnpoli @dunnezaman @Punisher_by_day https://t.co/dO0vsEyuQd",2018-05-24 22:21:16,999777379198296064,0,2,0.6862
@VancouverSun Will Kinder Morgan pay for the clean up after one of its tankers spills dirty tar sand oil into our waters?,2018-05-24 22:20:36,999777211795189760,0,0,0.3818
Vancouver to pay Kinder Morgan for legal costs after B.C. court hands company twin legal victories https://t.co/oHXhOslJSx https://t.co/f8J1ATgbQm,2018-05-24 22:19:56,999777044320980992,99,28,0.5859
"BCSC rejects challenge to Trans Mountain pipeline from Vancouver and Squamish Nation. Holds Province acted reasonably. No effect on constitutional or federal admin claims. 
https://t.co/I5N4V3Vg8Q",2018-05-24 22:19:05,999776829077688323,1,0,-0.6249
John Ivison: Ottawa haggling over Kinder Morgan pipeline purchase with 800lb gorilla https://t.co/7KexOUQxvi,2018-05-24 22:18:02,999776563158757376,0,0,0.4939
I hope now we can stop with all this divisiveness and move on now the question been answered. https://t.co/6TNc25e3Kb,2018-05-24 22:16:09,999776091685511168,0,0,0.1779
"Court throws out Trans Mountain pipeline challenge from City of Vancouver and Squamish Nation 
https://t.co/TI6JkZgEfA",2018-05-24 22:14:42,999775723505123329,0,0,0.0772
@BlairKing_ca Is the industrial buffer zone currently legal?    If the answer is yes  then I guess Kinder Morgan has another problem?,2018-05-24 22:13:26,999775408500322305,0,0,0.6199
Kinder Morgan won costs today  but these cases were small. If the project is viable and it was proceeding lawfully and Kinder Morgan walks away due to actions brought by the BC Government that are deemed to be improper  there will be *hell* to pay in terms of costs and damages.,2018-05-24 22:11:36,999774943586873344,11,0,0.5106
BC NDP retreats from opposing Kinder Morgan https://t.co/6SFKG0Ca4C via @socialist_ca,2018-05-24 22:10:58,999774783934885888,2,0,0.4939
@GillPowell4 Indigenous Title will stop Kinder Morgan. Research it.,2018-05-24 22:06:54,999773761292423168,1,0,0.25
@GillPowell4 Indigenous Title will stop Kinder Morgan. Research it.,2018-05-24 22:06:54,999773761292423168,1,0,0.25
"For those counting  and I am  this is the 15th (or so) victory Kinder Morgan has won in court in regards to various actions  applications  and so on. 

How many more court victories would it take for the anti-pipeline side to question what they have been wrongly led to believe?",2018-05-24 22:01:15,999772338546618369,12,5,0.7845
Justice Christopher Grauer found the province of British Columbia acted reasonably in issuing an environmental assessment certificate to the company. https://t.co/Z9oNNJQBXF @proctor_jason,2018-05-24 22:00:26,999772133755703297,8,5,0.5267
"“On April 8  Kinder Morgan grabbed Trudeau by his bituminous lapels and delivered a Texas-sized ransom note: bail us out or we’ll walk away from your stinking national interest on May 31.” #bcpoli #abpoli #cdnpoli
https://t.co/9crR9W4rCB",2018-05-24 22:00:01,999772031385157632,5,7,0.4215
B.C. Supreme Court dismisses challenges to Kinder Morgan pipeline https://t.co/K6hR8Vb91A,2018-05-24 21:59:57,999772014792486912,0,0,0.7964
@HSolway @JenniferDance1 @sarahsanders33 @DawnTelfer @socialjusticete @janebaird123 @mountsfieldLC @RamonaMeharg @JCasaTodd @tchisholm20 This sounds like an exceptional novel Heidi! So relevant to what is currently happening with the Kinder Morgan pipeline through Alberta &amp; BC. Thanks for tagging me. Sounds like a great summer read! I’ll check to see if Indigo carries it. 👍🏻,2018-05-24 21:59:47,999771972371472390,2,0,0.9523
"In Seattle  400 water protectors opposed the Kinder Morgan Trans Mountain pipeline. While a march took place in downtown  tribal canoes &amp; kayaktavist led by the Tsleil-Waututh 1st Nation surrounded &amp; shut down the terminal!

https://t.co/uHdwn6mPaC",2018-05-24 21:59:23,999771870764269570,3,1,0.5411
"Today at the #yegSOTC address  Mayor @doniveson reiterated his support for the Kinder Morgan Trans Mountain pipeline extension  saying he and the Vancouver Mayor have ""irreconcilable"" views on the project #tmx #ableg

Below are excerpts from the scrum: https://t.co/jOrkJkShiN",2018-05-24 21:59:22,999771866825936896,1,1,0.7096
BC court throws out Trans Mountain #pipeline challenge from City of Vancouver and Squamish Nation: https://t.co/QTjIE7jDBG  @CBCNews #bcpoli #abpoli #cdnpoli https://t.co/p2gBn6243m,2018-05-24 21:58:04,999771540035178501,6,4,0.0772
From someone into Yoga trying to stop Kinder Morgan. .... https://t.co/dFHHdhJsEm,2018-05-24 21:57:41,999771441544314880,4,0,0.25
Jailing Mikey (@mikehudema) would be a start IF @liberal_party sansPM @justintrudeau JR ever implemented the law. https://t.co/rqDgzX4hBa,2018-05-24 21:57:17,999771341950566400,0,0,0.0
John Ivison: Ottawa haggling over Kinder Morgan pipeline purchase with 800lb gorilla | National Post https://t.co/XPDUXicKB0,2018-05-24 21:55:18,999770841528356864,5,3,0.4939
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/imh9gCFhAT #StopKM,2018-05-24 21:50:50,999769716959956992,0,0,0.4939
Must-see film about Kinder Morgan pipeline launches.... now!: https://t.co/C9YC1vg9Ji,2018-05-24 21:50:07,999769539431759873,1,1,0.5411
La Cour suprême de la C.-B. rejette les contestations du pipeline Trans Mountain par la Nation Squamish et Vancouver https://t.co/cppYF7x4lS,2018-05-24 21:49:59,999769503738355712,0,0,0.0
"Over 230 organizations released an open letter today blasting the Canadian federal government led by Justin Trudeau for its backing of the Kinder Morgan Trans Mountain pipeline expansion. #StopKM #TraitorTrudeau 

https://t.co/Qm1Jh25P7n",2018-05-24 21:49:09,999769297151930368,17,10,0.5106
"""We’re very optimistic  we’re very ambitious  we’re dreamers and we bring a lot of ideas the table."" Nearly 200 students around Vancouver walked out of their high schools to protest the #TransMountain #pipeline. #youthwalkout #kindermorgan #cdnpoli https://t.co/irZA5L7SEK",2018-05-24 21:48:44,999769191845511168,1,0,0.6106
@DougBlackAB For those of us that are in opposition to the Kinder Morgan proposed nightmare there are still 7 days to fight against the aholes bent on tearing up our 'backyard'. Don't be such a smug  geezer  of course that's like_ asking a duck not to quack_. You &amp; your kind are wrong! Fckoff,2018-05-24 21:48:32,999769139961987072,0,0,0.1531
#stopkm Disappointing decision but this is not the end - the fight continues until this climate destroying pipeline is history - Court rejects challenge to Trans Mountain pipeline from Vancouver and Squamish Nation | CBC News https://t.co/KX78W6XLQC,2018-05-24 21:46:54,999768727813009408,3,2,-0.9354
“Kinder Morgan has now won 16 court challenges in a row for its Trans Mountain pipeline project https://t.co/HW1okH9ydV,2018-05-24 21:46:45,999768689493905409,0,0,0.6124
John Ivison: Ottawa haggling over Kinder Morgan pipeline purchase with 800lb gorilla https://t.co/ykoleiAxiL https://t.co/QIH1I0Ud99,2018-05-24 21:45:47,999768449931980806,0,0,0.4939
@BiologistDan @vancitydan Kinder Morgan want to kill all wildlife #KinderMorgan,2018-05-24 21:42:41,999767666255577088,0,0,-0.296
I wonder how @CityofVancouver residents feel about paying for Kinder Morgan’s costs for the City’s bullshit claim against them......... I bet you’re ecstatic your tax dollars went to this @jimdecarle,2018-05-24 21:39:33,999766879093768192,1,0,0.4019
Vancouver city to pay Kinder Morgan for legal costs after B.C. Supreme Court hands company twin legal victories https://t.co/DlQwNejcqI https://t.co/7LwfvYT2Tu,2018-05-24 21:39:18,999766814824501249,7,6,0.8126
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/j4PQFy1ToR,2018-05-24 21:37:11,999766285738266625,0,0,0.4939
"Hey  @JustinTrudeau...are you getting the message  yet? It's the end of the age of fossil fuels and fossil fools. Get with it or get out of the way. End the #tarsands idiocy. Say ""good riddance"" to Kinder Morgan. #renewables #ActOnClimate https://t.co/VTf0P0ajJ4",2018-05-24 21:36:14,999766045207363585,1,2,0.4404
The Kinder Morgan hearings are rigged — and they won’t even let us in https://t.co/hfGfKDkq1x via @ricochet_en #KM #Stop KinderMorgan,2018-05-23 23:59:40,999439753706536960,0,0,0.1779
Letter shows Trudeau ready to break promise on Kinder Morgan https://t.co/OytDjFYfB6 via @dogwoodbc #KM #StopKinderMorgan,2018-05-23 23:58:42,999439508771717120,0,0,0.7906
@shirleybond @jjhorgan In 2013 Kinder Morgan was asking for money from the AB government to finance the project. It wasn’t financially viable then  what makes it better now?,2018-05-23 23:58:26,999439443328090113,12,0,0.7269
The #JustinTrudeau federal government has made itself a pathetic hostage to a Texas-based pipeline company known for its cheapness and debt. #StopKM #stopkindermorgan https://t.co/zsH6SvuRyf,2018-05-23 23:56:55,999439059956023296,0,0,-0.7351
OH MY GOD THINK OF THE HARM TO THE ANIMAL LIFE  https://t.co/DNVduXSWo4,2018-05-23 23:56:01,999438836609544192,2,0,-0.34
";#IncredibleAudacity. #bcpoli

What’s behind Kinder Morgan’s May 31 ultimatum? https://t.co/jdOpmYrgBk https://t.co/mV67xfkkeC",2018-05-23 23:55:34,999438723359105024,0,0,0.4939
"Politicians Just Don't Get It on Kinder Morgan: https://t.co/TNmyMFniWL 

Rick Mills of Ahead of the Herd opines on the political situation with Kinder Morgan's pipeline. $KMI #oil #energy #stocks @Kinder_Morgan https://t.co/HWOiiNpPWT",2018-05-23 23:55:06,999438604182216706,0,0,0.7506
"""Kinder Morgan doesn’t have the money it needs to twin a high-risk $7.4  billion pipeline  and has been looking for a way out for some time."" https://t.co/HvYTtF4EAt",2018-05-23 23:52:28,999437940467027968,1,1,0.4939
Alberta could be on shaky ground in B.C. lawsuit over Bill 12  Calgary legal expert says | CBC News https://t.co/4mxoLcbVGk,2018-05-23 23:50:11,999437368464691200,0,0,-0.3182
https://t.co/KoTKcTEKjJ https://t.co/E4yANZOdCE,2018-05-23 23:50:06,999437346050277376,0,0,0.0
Alberta could be on shaky ground in B.C. lawsuit over Bill 12  Calgary legal expert says | CBC News https://t.co/4mxoLctwxS,2018-05-23 23:49:56,999437304019148800,0,0,-0.3182
Kinder Morgan opponents suspected Trudeau government rigged its review of pipeline. Federal insiders say they were right https://t.co/8UvbSLI7YV via @NatObserver #KM #StopKinderMorgan,2018-05-23 23:49:38,999437229427646464,0,2,-0.0516
@NeiOCo @RachelNotley @KeepCanWorking See that's the catch. They don't want to refine it in Canada. Kinder Morgan just wants to sell it raw to Asia. So when the spill happens who is left holding the bag? BC! Not Alberta.,2018-05-23 23:49:34,999437210972651520,0,0,0.5057
No suitors step up for stake in pipeline as Kinder Morgan deadline looms | CBC News https://t.co/SXDbgUQTqo,2018-05-23 23:49:27,999437182707253248,0,0,0.1027
No suitors step up for stake in pipeline as Kinder Morgan deadline looms | CBC News https://t.co/SXDbgV8uOY,2018-05-23 23:49:25,999437173878329344,0,0,0.1027
https://t.co/NcdZhWZXav https://t.co/n41Z64fXmw,2018-05-23 23:49:23,999437165250695168,0,0,0.0
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/5GyQOWmSeJ  #KM #StopKinderMorgan,2018-05-23 23:48:30,999436941484482560,0,0,0.4939
"Tonight on #PrimeTimePolitics 8pm ET:

""This needs to happen and we have nine days...""   
Saskatchewan Premier Scott Moe on Kinder Morgan Trans Mountain pipeline dispute. https://t.co/vCqclk0tej",2018-05-23 23:46:59,999436559622590464,3,4,0.128
Seattle 'kayaktivists' come ashore to join Kinder Morgan pipeline protest https://t.co/tuFASY0BkA #Seattle #kayaktivism #KinderMorgan #pipelines,2018-05-23 23:45:07,999436093098528769,0,0,0.5267
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/ssQCR4UT4E,2018-05-23 23:44:32,999435946666770432,0,0,0.4939
Ask Governor Inslee to speak out against the Kinder Morgan pipeline and support indigenous rights  our health and environment! https://t.co/XAALQ23GnH,2018-05-23 23:43:57,999435797345513472,0,0,0.7345
VIDEO: Activists protest Kinder Morgan's oil pipeline expansion https://t.co/I6JCDiABe1,2018-05-23 23:38:59,999434549661593600,0,0,0.296
@TorranceCoste @ClimateChar @JustinTrudeau @RachelNotley @Kinder_Morgan Agreed!,2018-05-23 23:35:54,999433772595535873,1,0,0.3382
Wow! Check out this group of self organized youth standing against the Kinder Morgan transmountain pipeline- they all walked out of school today to #StopKM #KinderMorgan https://t.co/OIjtuxo7iq,2018-05-23 23:35:17,999433615049080835,18,5,0.807
Worth reading. Heard an business rep on cbc noon hour today who  despite claiming to know what she was talkung about  seemed ibliviius to any of this. #bcpoli. Canadian Taxpayers Held Hostage by Kinder Morgan  via @TheTyee https://t.co/vubywJBSyb,2018-05-23 23:30:30,999432412361715712,6,1,0.6249
"@RachelNotley @shoffmanAB No suitors emerge for #TransMountain pipeline stake as #Kinder Morgan deadline looms #abpoli #ableg #bcpoli #cdnpoli
https://t.co/PHC0BOMzw7",2018-05-23 23:24:19,999430855243120640,2,0,-0.4215
@PaulPasco3 @KeepCanWorking @TransMtn First Nations say no to Kinder Morgan. That is the majority of them along the pipeline route and the key people of the Inlet  the Tsleil-Waututh Nation https://t.co/wQDluwIJZn,2018-05-23 23:24:00,999430778294423554,0,0,0.25
@PaulPasco3 @KeepCanWorking @TransMtn First Nations say no to Kinder Morgan. That is the majority of them along the pipeline route and the key people of the Inlet  the Tsleil-Waututh Nation https://t.co/wQDluwIJZn,2018-05-23 23:24:00,999430778294423554,0,0,0.25
No one's interested in buying Kinder Morgan's pipeline https://t.co/1uPysCRnGN #bcpoli #transmountain,2018-05-23 23:22:39,999430436936798208,0,0,0.5719
Canadian Taxpayers Held Hostage by Kinder Morgan  via @TheTyee https://t.co/jLV14Cjspg,2018-05-23 23:20:47,999429967434866688,1,1,0.4939
Analyst predicts Kinder Morgan will walk away from expansion as deadline looms - NEWS 1130 https://t.co/CzUVa4eBel via @NEWS1130,2018-05-23 23:18:50,999429476063723520,0,0,0.3818
No suitors emerge for pipeline project stake as Kinder Morgan deadline looms https://t.co/8rWe5SUIj5 https://t.co/zY4kIXdGFx,2018-05-23 23:15:11,999428557171560448,0,0,0.1027
"Remember when Finance Minister Bill Morneau said last week “plenty of investors would be interested in taking on this project.”

#LyingLiberals  #TrudeauMustGo #cdnpoli

 https://t.co/aJJTG9tDXU",2018-05-23 23:13:13,999428064860753920,1,3,0.4019
Kinder Morgan pipeline finds no buyers as deadline looms https://t.co/U7otde3Clj https://t.co/wS8MxzrlFI,2018-05-23 23:10:05,999427276797284353,3,7,0.1027
"'Are arguments for the pipeline expansion based on actual respect for legal procedure?'
#KinderMorgan #NEB #rigged 
#abpoli #cdnpoli #abndp #ucp  https://t.co/mGIe22SaxA",2018-05-23 23:09:22,999427095959764992,1,0,0.2263
@KeepCanWorking @TransMtn BS! — Industry and government claims that Kinder Morgan’s Trans Mountain pipeline expansion will boost prices for heavy Canadian crude have no basis in reality  says one of the nation’s top energy analysts. https://t.co/yoEl6swX2h,2018-05-23 23:03:09,999425528430977024,3,0,0.4926
Analyst predicts Kinder Morgan will walk away from expansion as deadline looms https://t.co/zjSmY9UFXI https://t.co/6OBFZPQ0xu,2018-05-23 23:03:00,999425492997541888,8,3,0.3818
"Opinion piece: Trudeau is imitating Trump in his handling of Kinder Morgan: ""tell a big lie and repeat it frequently. Attack any opponents as anti-prosperity  and their words as “fake news.” 
https://t.co/JLOYW0YSyP",2018-05-23 23:01:45,999425179561291776,0,0,0.0258
Anti-pipeline activists hold ’emergency rally’ days before Kinder Morgan deadline  https://t.co/WwxSFmEtdE via @APTNNews,2018-05-23 23:00:34,999424879538688001,0,0,0.4939
Learn more: https://t.co/tta7jKmuQI,2018-05-23 22:59:50,999424695941455872,4,0,0.0
High school students walk out of school to protest Kinder Morgan pipeline https://t.co/IbDdDP55gp,2018-05-23 22:59:36,999424638756122624,0,0,0.296
@RachelNotley @shoffmanAB @AeconGroup @KM_Canada @Kinder_Morgan @TransCanada @TransMtn,2018-05-23 22:56:05,999423750847238144,0,0,0.0
"Of course no suitors have emerged  the business climate in Canada screams “closed for business”. The issues with this line are not financial  they are about a protest free workzone  and a project unencumbered with court challenges.
#TrudeauMustGo  https://t.co/hz3YKMYK39",2018-05-23 22:53:15,999423040143278080,1,1,-0.2023
No suitors emerge for Trans Mountain pipeline stake as Kinder Morgan deadline looms https://t.co/n9nYuUM18F,2018-05-23 22:52:08,999422757984235521,0,0,0.1027
Happening now: high school students walk out of school to protest Kinder Morgan pipeline https://t.co/wemBrreSNA,2018-05-23 22:50:24,999422320417656832,1,0,0.296
@KeepCanWorking “Trans Mountain’s expansion was never commercially viable.” Canadian taxpayers getting conned if they prop up this white elephant. Texas KM playing Canucks as dumb as rocks. https://t.co/b1PHadqZiA,2018-05-23 22:50:04,999422239387799552,1,0,-0.3612
If capitalism is so wonderful and works so well  Kinder Morgan can bail themselves out  right? #peopleoverpipelines https://t.co/2555dELavI,2018-05-23 22:49:37,999422125822955520,0,0,0.8992
No one's interested in buying Kinder Morgan's pipeline https://t.co/afyLHAXGxc,2018-05-23 22:48:41,999421888790192128,0,0,0.5719
Whoa  protesting works: Kinder Morgan has suspended its Trans-Canada Pipeline for the time being (except for “essential” spending  of course). The pipeline would extend further than 700 miles between Alberta and Burnaby  BC. In one day  it would transport 890 000 b ...,2018-05-23 22:47:45,999421656329310208,0,0,-0.25
@SaveRHomes @jjhorgan So you want to let Kinder Morgan  an American company  build their pipeline so that they can more easily sell Canadian oil to the Chinese. And doing this will...somehow reduce Canadian gas prices?,2018-05-23 22:47:16,999421532773351424,0,0,0.7559
"""If May 31st does not resolve the conflict  I think that’s what we might be about to see here in Coast Salish Territory.""
#StopKM #ProtecttheInlet #IndigenousRights
https://t.co/PDMEvP4HdV",2018-05-23 22:47:00,999421465387720704,3,4,-0.0572
"A warrior with the mark of the shvantz. 

Kinder Morgan is surely trembling now. https://t.co/26S67HZP5f",2018-05-23 22:46:49,999421417790701568,4,1,0.5574
@nationalpost Hello...Chinese firm @AeconGroup ...we wouldn't mind help in a different way  maybe joint venture @RachelNotley @TransCanada @TransMtn @KM_Canada @Kinder_Morgan. What are you trying to construct? We are trying to build a pipeline.,2018-05-23 22:46:13,999421266854588416,0,0,-0.3089
@nationalpost Hello...Chinese firm @AeconGroup ...we wouldn't mind help in a different way  maybe joint venture @RachelNotley @TransCanada @TransMtn @KM_Canada @Kinder_Morgan. What are you trying to construct? We are trying to build a pipeline.,2018-05-23 22:46:13,999421266854588416,0,0,-0.3089
"""...by rigging review processes  ignoring conflicts of interest  trying to pre-empt review by courts  generally putting their thumb on the scales of justice  and using “big lie” propaganda techniques — is the real threat to the rule of law."" https://t.co/pUxrF8KRwQ",2018-05-23 22:43:56,999420694294343680,16,16,-0.5106
"Analysts say they remain perplexed by Finance Minister Bill Morneau’s comment last week that ""plenty of investors would be interested in taking on this project."" https://t.co/Is597gZvf6 via @NatObserver #cdnpoli",2018-05-23 22:43:09,999420496381788160,7,7,0.1027
@PnPCBC @cbcnewsbc @RachelNotley @jkenney The real story #stopKM  https://t.co/XJpl5JOBMT,2018-05-23 22:43:08,999420493336739841,1,0,0.0
"""David Chartrand  president of the Manitoba Metis Federation and vice-president of the Metis National Council  said Indigenous people are 'being used' by anti-pipeline protesters  even though Kinder Morgan has 'done due diligence' on #TransMountain."" https://t.co/CeDCqWs225",2018-05-23 22:42:34,999420351225327617,0,0,0.3182
Looking at the Kinder Morgan pipeline debate and groaning. Pipelines don't just get built without environmental factors considered. If no one wants it built - Canada will go into a larger depression.,2018-05-23 22:42:31,999420336482336768,1,0,-0.4019
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/YAFZ43u3Nt,2018-05-23 22:41:43,999420134811828225,0,0,0.4939
"Liberals willing to compensate Kinder Morgan for hits due to B.C.'s obstruction | CBC News 
https://t.co/AkK91wQVsO",2018-05-23 22:37:13,999419004128251905,2,0,0.4939
Canadian Taxpayers Held Hostage by Kinder Morgan  via @TheTyee https://t.co/iCFGwxXENc,2018-05-23 22:35:54,999418672446783494,0,0,0.4939
Money from the @TransMtn expansion supports what matters most. Along with revenue coming in from the pipeline  Kinder Morgan is providing $6.9M to B.C and $1.7M to Alberta to fund local initiatives like education and training  roads  schools and hospitals. https://t.co/fdTfIEXOTm https://t.co/oKLgEqqg5p,2018-05-23 22:35:02,999418456280838146,72,35,0.8074
@dbcoopercalgary @colincraig1 @SaveCalgary I think it's supposed to be the Kinder Morgan pipeline after Trudeau worked on it..,2018-05-23 22:34:31,999418322847322112,5,0,0.4939
@RachelNotley @shoffmanAB Alberta has had an average of two new oil spills DAILY  going back decades. Now THAT's a great export! https://t.co/1k8YpPFmLQ Kinder Morgan is a US oil company that can't function without massive subsidies; they  Suncor + the Koch Brothers are throwing you under the bus.,2018-05-23 22:32:38,999417851822817280,3,2,0.8221
#KinderMorgan and the ‘Rule of Law’  via @TheTyee https://t.co/M2EpuRH8rF #abpoli #bcpoli #cdnpoli @JustinTrudeau,2018-05-23 22:32:38,999417848844832768,1,0,0.0
No one's interested in buying Kinder Morgan's pipeline https://t.co/SX2F8LFTEI,2018-05-23 22:31:30,999417566115389440,0,0,0.5719
Analyst predicts Kinder Morgan will walk away from expansion as deadline looms - https://t.co/dLUFZZUoVc #GoogleAlerts,2018-05-23 22:31:15,999417503515324416,0,0,0.3818
No suitors emerge for pipeline project stake as Kinder Morgan deadline looms https://t.co/huentb6ux8,2018-05-23 22:30:54,999417415082520576,0,0,0.1027
Analyst predicts Kinder Morgan will walk away from expansion as deadline looms - https://t.co/Re4DiQygjq #GoogleAlerts,2018-05-23 22:30:20,999417269938737152,0,0,0.3818
Canadian Taxpayers Held Hostage by Kinder Morgan  via @TheTyee https://t.co/AszAPgxgGg,2018-05-23 22:27:40,999416601152753669,0,0,0.4939
PÉTITION : L'oléoduc de Kinder Morgan ne devrait pas être construit. https://t.co/M3zzBcoqmi,2018-05-23 22:26:36,999416333203857408,0,0,0.4939
@CTV_PowerPlay @MNC_tweets @OilGasCanada https://t.co/vzGbDBWVK3,2018-05-23 22:26:32,999416317038944256,0,0,0.0
Council of Canadians rally in Ottawa vs Kinder Morgan pipeline draws 44 000 views | The Council of Canadians https://t.co/u6Urg6aalK via @CouncilofCDNS #stopKM,2018-05-23 22:26:31,999416309304713216,0,0,0.4939
https://t.co/g7VfLvzjMD,2018-05-23 22:23:58,999415670298341378,0,0,0.0
"Trudeau’s got a lot of whoppers: Canada needs new pipelines to address global warning  Kinder Morgan will lower gas prices and that his government’s Kinder Morgan approval was a science-based decision.

By Will Horter. #bcpoli #abpoli #cdnpoli
https://t.co/vXsHHgR0GU",2018-05-23 22:22:23,999415270920744960,20,19,0.7096
"Yesterday in #Seattle hundreds of “kayactivists” took to the water to protest against the pipeline as part of a demonstration by @mosquitoFLT  @greenpeaceusa  and @SierraClub. 

#StopKM #ProtectTheInlet
https://t.co/qtKrKlvrjT",2018-05-23 22:21:00,999414922206314496,5,7,-0.1531
The Last Nail In The Kinder Morgan Coffin - Below 2C https://t.co/nuEODkaWBy,2018-05-23 22:20:23,999414765763121153,0,0,0.4939
https://t.co/KVZtfsdo4Z https://t.co/KVZtfsdo4Z,2018-05-23 22:19:59,999414665313570816,0,0,0.0
@TorranceCoste @JustinTrudeau @RachelNotley @Kinder_Morgan yes of course.,2018-05-23 22:18:35,999414313277210624,2,0,0.4019
Hey  maybe we'll find out what she thinks about the Kinder-Morgan pipeline! #bcpoli #yvr https://t.co/IwLsaInssv,2018-05-23 22:17:14,999413974406840320,5,1,0.0
@EcofiscalCanada Smaller nations don't matter. China  India and Pakistan are the key to getting emissions anywhere near where you want them. Social license isn't a thing as evidenced by AB and the kinder Morgan debacle. So that leaves good old Canada doing the heavy lifting that won't mean a'ting,2018-05-23 22:16:54,999413892752146433,1,0,0.7643
